number	title	pageid	namespace	length	touched
23924	Fischereizone	3651815		92	20180905130505
23925	Hyaenodon	3651997		6465	20181214180558
23926	1,3-Dibrompropan	3652377		5719	20181210113118
23927	Krustenbewegung	3652407		6447	20181010164741
23928	Hayeswater	3652563		2283	20181123210038
23929	1-Tridecanol	3652574		2684	20181210113118
23930	Atlas_Tyrolensis	3652630		27014	20181208142300
23931	Stausee_Újezd	3652640		3134	20181123210038
23932	Save-Linie	3652675		2877	20180908121559
23933	Amazonica	3652922		4550	20181126193832
23934	Rongdrik	3652998		5731	20181123210038
23935	Erdkrustenbewegung	3653311		78	20181010164742
23936	Stunde_der_Gartenvögel	3653328		10075	20181215154855
23937	Sibirische_Zirbelkiefer	3653740		5652	20181208142300
23938	Ökogenetik	3654014		1212	20181216161148
23939	N-Vinylformamid	3654292		7057	20181210113118
23940	Birnbaum_am_Lerchenberg	3654322		5113	20181208142300
23941	Verband_deutscher_landwirtschaftlicher_Untersuchungs-_und_Forschungsanstalten	3654422		2987	20181205013315
23942	Mokala-Nationalpark	3654613		3448	20181216161148
23943	Partikelgrößenanalyse	3654954		7676	20180926160416
23944	Uran(IV)-fluorid	3654989		6370	20181210113118
23945	Ujae	3655153		1176	20181123210038
23946	Parks_Canada/Parcs_Canada	3655225		13763	20181215154855
23947	Namu	3655279		1571	20181123210038
23948	Sheila_Copps	3655335		4240	20181003064036
23949	Dryosaurus	3655419		8890	20181126102847
23950	Hennepin_Island_Hydroelectric_Plant	3655458		3393	20181123210038
23951	Herklotzmühle	3655566		2511	20181123210038
23952	Biologische_Station_Lunz	3655674		20413	20181123210038
23953	Ladies’_Alpine_Club	3655818		2980	20181101162346
23954	Bois_Noir	3655917		2208	20181123210038
23955	Alfred_Hecker	3655997		2383	20181119170855
23956	Ernst_von_Hammerstein-Loxten	3656201		6535	20181003064036
23957	Kaliumperoxid	3656213		2703	20181210113118
23958	Strohner_Märchen	3656417		4159	20181215154855
23959	Teideginster	3656437		3054	20181208142300
23960	Uranylacetat	3656760		5082	20181210113118
23961	Capanna_Grossalp	3656991		1924	20181123210038
23962	Unione_Ticinese_Operai_Escursionisti	3656993		749	20181101125829
23963	Chlorphenolrot	3656997		1868	20181211171151
23964	Barbourisia_rufa	3657039		3050	20181126102847
23965	Otto_Linsenmaier	3657868		2555	20181208142300
23966	Aporostylis_bifolia	3657903		4699	20181216161149
23967	Edellaubholz	3657904		1680	20180907154015
23968	Torfkraftwerk_Wiesmoor	3658448		4641	20181123210038
23969	Kilian_Mayer	3658459		2116	20180810222144
23970	Senckenberg_Biodiversität_und_Klima_Forschungszentrum	3658526		5088	20181208142300
23971	Endosulfan	3658711		15488	20181210113118
23972	Ōmoriskala	3658923		6355	20181026150526
23973	Uran(IV)-chlorid	3659094		5964	20181210113118
23974	Jägermühle_(Radebeul)	3659118		2908	20181208142300
23975	Bouldertechnik	3659180		58	20171125171004
23976	Sportklettertechnik	3659191		59	20171126002209
23977	Freiklettertechnik	3659193		77	20171125185715
23978	Felsklettertechnik	3659206		58	20171125184504
23979	Joachim_Caesar	3659659		23694	20181208142300
23980	Regionaler_Naturpark_Boucles_de_la_Seine_Normande	3659672		3738	20181208142300
23981	ESI-Skala	3660322		33890	20181026150526
23982	Chengjiang-Faunengemeinschaft	3660998		17715	20181216161149
23983	Trichomoniasis_des_Meerschweinchens	3661057		1056	20171125151718
23984	Misszhouia	3661092		5187	20181126102847
23985	Naraoiidae	3661159		13357	20181126102847
23986	3-Brompropen	3661199		5415	20181210113118
23987	David_Suzuki_Foundation	3661258		2390	20181213214337
23988	Hornmist	3661691		4239	20181115162507
23989	Hornkiesel	3661706		1377	20181115093331
23990	Uran(V)-fluorid	3662319		7290	20181210113118
23991	Malmöhus	3662363		7486	20181215154855
23992	Central_Weather_Bureau	3663389		1380	20181216161149
23993	1,6-Dibromhexan	3663409		3233	20181210113118
23994	Grevea_madagascariensis	3663457		5773	20181126102847
23995	Mosbrucher_Weiher	3663532		3777	20181208142301
23996	Regionaler_Naturpark_Antola	3663592		8981	20181216161149
23997	Roosevelt-Campobello_International_Park	3663881		9710	20181123210038
23998	Hispidoberyx_ambagiosus	3664017		2130	20181126102847
23999	Scheitholz_(Brennstoff)	3664076		4261	20181112180443
24000	Trombidiose	3664081		97	20180915075115
24001	Nullemission	3664631		2589	20180505192014
24002	Iodphenolblau	3664665		2102	20181210113118
24003	Efeufarn	3664786		2146	20181208142300
24004	Wurzelnder_Kettenfarn	3664978		2120	20181208142300
24005	Nationalparks_in_Russland	3665094		25198	20181216161149
24006	Buchenloch	3665107		5580	20181215183054
24007	Yoshiyuki_Kamei	3665527		2872	20181216161149
24008	Richtlinie_2008/56/EG_(Meeresstrategie-Rahmenrichtlinie)	3666809		3439	20181117083631
24009	Flintbeker_Eibe	3667023		1489	20181123210038
24010	Detritus_(Geologie)	3667144		1645	20180603074428
24011	Johannes_Böttner	3667239		7716	20181124132449
24012	Cycloleucin	3668106		4118	20181210113118
24013	Myllokunmingia	3668606		3696	20181126102847
24014	Albgau_(Nordschwarzwald)	3668913		1165	20171124234426
24015	Lufengosaurus	3669303		5674	20181216161149
24016	Gjendesheim	3669744		2762	20181123210038
24017	Kaunergrathütte	3669810		3880	20181123210038
24018	Meleke	3669890		9353	20181219125947
24019	Walschutzgebiet	3669914		8200	20181208142301
24020	Mangan(II)-nitrat	3670270		3581	20181210113118
24021	Archstein	3670325		1718	20181123210038
24022	Albert-Heim-Hütte	3670360		4224	20181123210038
24023	Capillariasis	3670412		3248	20181208142301
24024	Buchsbaumzünsler	3670426		20136	20181216235542
24025	Trockene_Klamm	3670445		2587	20181123210038
24026	Eisen(III)-bromid	3671266		3976	20181210113118
24027	Tetlin_National_Wildlife_Refuge	3671368		4521	20181123210038
24028	Schloss_Freudenberg_(Rotkreuz)	3671736		6742	20181123210038
24029	Eisen(II)-bromid	3671867		5089	20181215154855
24030	Weg_durch_den_Fisch	3671875		3008	20180907181735
24031	Acetyliertes_Holz	3671884		10460	20181202030128
24032	Jan_Spieker	3672205		8612	20181215154855
24033	Rainer_Schanne	3672604		3080	20181208142301
24034	Volksentscheid_zum_Bayerischen_Senat	3672606		7392	20181208142301
24035	Wilfried_Edener	3672646		2030	20181208142301
24036	Ilex_gardneriana	3673340		2793	20181208124207
24037	Polymikt	3673577		1927	20180822065724
24038	Monomikt	3673581		1978	20171125100340
24039	Moormuseum	3673881		3355	20181005043552
24040	Selawik_National_Wildlife_Refuge	3673944		5110	20181215154855
24041	Gjendebu	3673987		2240	20181123210038
24042	Wigierski-Nationalpark	3674102		2040	20181203153056
24043	Memurubu	3674338		1570	20181123210038
24044	Gifford_Pinchot_National_Forest	3674429		2295	20181123210038
24045	Gunter_Steinbach	3674548		3619	20181207200123
24046	Flora_und_Vegetation_der_Kanarischen_Inseln	3674576		15398	20181208142301
24047	Baumstumpffräse	3675095		1570	20180731135932
24048	Mühlhäuser_Hardt	3675229		4836	20181123210038
24049	Selawik_Wilderness	3675341		181	20180411082407
24050	Vogel-Azurjungfer	3675350		4232	20181126102847
24051	Chelidonin	3675575		3353	20181210113118
24052	Nikolaus_Berlakovich	3675719		9244	20181208142301
24053	Thieboudienne	3675875		985	20181216161149
24054	Medwedew-Skala	3675887		6233	20181026150526
24055	GEOFIAN-Skala	3675892		115	20171125190313
24056	Mercalli-Cancani-Sieberg-Skala	3676137		96	20181015125151
24057	Mercalli-Wood-Neuman-Skala	3676138		96	20181015125151
24058	Oberflächenwellen-Magnituden-Skala	3676187		2348	20181208142301
24059	Joachim_Garz	3676262		8821	20181003064037
24060	Martifer_Group	3676335		4353	20181210172914
24061	Raumwellen-Magnituden-Skala	3676373		2509	20181208142301
24062	Edward_Rell_Madigan	3676482		2904	20181029133447
24063	Brenzcatechinviolett	3676544		2193	20181210113118
24064	Coda-Magnituden-Skala	3676588		4382	20181026150526
24065	Bileks_Azurjungfer	3676662		3973	20181126102847
24066	Anonidium_usambarense	3677408		3246	20181208124207
24067	Kastanienbaum_der_hundert_Pferde	3677834		7476	20181216161149
24068	Forst_Kasten	3678285		4487	20181123210038
24069	Felsen-Kuckuckshummel	3678317		3740	20181208142301
24070	Cufercalhütte	3678620		2504	20181123210038
24071	Triphenylphosphanoxid	3678694		3907	20181210113118
24072	Martin_Matthiessen	3678711		7206	20181208142301
24073	Kipper_(Fisch)	3679138		1388	20181006083023
24074	Kreuzlinger_Forst	3679242		90	20180928101009
24075	Willersalpe	3679436		3231	20181123210038
24076	Aluminium-tris(8-hydroxychinolin)	3679696		2842	20181210113118
24077	Windkolk	3680070		1967	20171125163318
24078	Louis_Delvaux	3680151		2756	20181119170856
24079	Phenol	3680156		18544	20181210113118
24080	Schirm_(Forstwirtschaft)	3680512		2382	20180927154231
24081	Vanadium(IV)-oxid	3680887		6610	20181210113118
24082	Barmer_Wald	3681374		2886	20181123210038
24083	Wenzel_Hecke	3681411		3396	20181003064037
24084	Erholungswald	3681484		3464	20181203191821
24085	Paläotempestologie	3681845		1331	20180703180949
24086	Glarner_Hauptüberschiebung	3682146		11991	20181215190345
24087	Emswehr_Rheine	3682376		9352	20181123210038
24088	Podophyllotoxin	3682534		6287	20181210113118
24089	Moorleiche_von_Tumbeagh	3682618		5129	20181215154856
24090	Martin_Balluch	3682888		18364	20181119170856
24091	Nationalpark_Schuschenski_Bor	3682929		15269	20181216161149
24092	Kalanchoe_pumila	3683061		3844	20181208142301
24093	Motech_Industries	3683140		4205	20181210172914
24094	Eisen(III)-sulfat	3683695		6129	20181210113118
24095	Mariposa_Monarca	3684143		1139	20181123210038
24096	Hansjörg_Hemminger	3684384		6764	20181208142301
24097	Kronenschlussgrad	3684556		2422	20181114140717
24098	Britische_Mount-Everest-Expedition_1924	3684620		41884	20181215102330
24099	Azorubin	3684717		3071	20181210113118
24100	Erich_Fürchtegott_Heeger	3684849		6000	20181003064037
24101	Spülabwasseraufbereitung	3684918		7978	20180514130427
24102	Allaeochelys	3685027		3019	20181126102847
24103	Natriumhydrogendifluorid	3685149		3394	20181210113118
24104	Mülheimer_Verfahren	3685180		1109	20171125102318
24105	Chlorbenzotrifluoride	3685579		5417	20181211115725
24106	National_Wild_and_Scenic_River	3685711		2945	20180217140045
24107	Begleitart	3685825		1020	20171125005203
24108	Dreizinnenhütte	3686258		6991	20181216161149
24109	Staudengärtnerei	3686263		8373	20181127031713
24110	Armin_Grunwald	3686322		6445	20181013185835
24111	Konkordiahütte	3686492		11142	20181208174006
24112	Astronesthinae	3686809		7145	20181126102847
24113	Walpole-Nornalup-Nationalpark	3687395		2802	20181215154856
24114	Kankar	3687680		1170	20180313134246
24115	Franz_Glaser_(Politiker,_1948)	3688115		3428	20181015181250
24116	Toxocariasis	3688168		4690	20181119220634
24117	Fritz_Grillitsch	3688203		5048	20181217070239
24118	Union_zur_Förderung_von_Oel-_und_Proteinpflanzen	3688687		2497	20171125153712
24119	Naturschutzgebiet_Kleine_Wiesen_–_An_den_Horsten_bei_Kahla	3688903		5881	20181123210038
24120	Wurzelzone	3689022		2231	20180908121559
24121	Julius_Marschall	3689271		3311	20181208142302
24122	Takonit	3689275		3910	20181119170857
24123	Mauritius-Fruchttaube	3689606		6624	20181208142302
24124	Marum_(Universität_Bremen)	3689692		9994	20181123210038
24125	Gärrest	3689810		12162	20181208142302
24126	Alexander_Bode	3689931		2565	20181119170857
24127	Mönchemühle_Blankenburg	3690028		1814	20181123210038
24128	Dinitroaniline	3690322		5992	20181211115725
24129	Johann_Matthias_Deutsch	3690341		5075	20180213230321
24130	Kenneth_Baker,_Baron_Baker_of_Dorking	3690439		4661	20181026150527
24131	Hindeodus_parvus	3690620		3795	20181126102847
24132	Elmar_Braun	3690676		3314	20181208142302
24133	St._Nicolai_(Wyk_auf_Föhr)	3691082		15018	20181123210038
24134	Confitentenlade	3691095		1510	20180503125543
24135	Friesenmuseum	3691164		5158	20181123210038
24136	Jack_Cunningham	3691266		4056	20181203205733
24137	Nationalpark_Desembarco_del_Granma	3691688		2419	20181123210038
24138	Trachten_der_Inseln_Föhr_und_Amrum_und_der_Halligen	3692120		9103	20181007203922
24139	Im_Hölken	3692330		3603	20181123210038
24140	Kupfer(I)-bromid	3692375		5334	20181210113118
24141	Kupfer(II)-bromid	3692454		5361	20181210113118
24142	Gull-Wiesenwühlmaus	3692662		3336	20181126102847
24143	Chlorfluormethan	3693126		3573	20181210113118
24144	Bismut(III)-iodid	3693203		4582	20181215154856
24145	Nationalpark_Khao_Phra_Wihan	3693280		4228	20181216161149
24146	Fluormethan	3693344		4035	20181210113118
24147	Mühlen_auf_Bornholm	3693554		3273	20181216161150
24148	Nationalpark_San_Esteban	3693926		5141	20181123210038
24149	Stephen_Moulton_Babcock	3694664		1769	20181003064038
24150	Nationalparkhaus	3694863		5022	20180809140040
24151	Furggi	3694995		2229	20181123210039
24152	Jeremiah_McLain_Rusk	3695539		5156	20181215161845
24153	Indoramin	3695647		2450	20181210113118
24154	Naturschutzgebiet_Lüneburger_Heide	3695804		11084	20181208142302
24155	Matthias_Petersen	3695841		6175	20181208142302
24156	Regionaler_Naturpark_Armorique	3696028		1403	20181216161150
24157	Mann_von_Borremose	3696583		6883	20181215154856
24158	3-Hydroxybutanal	3696784		3467	20181210113118
24159	Eamont_(Fluss)	3696945		1987	20181208142302
24160	Bromsulfophthalein	3697207		6120	20181210113118
24161	Hexogen	3697298		10109	20181210113118
24162	Baumwart	3697574		12916	20181208142302
24163	Dölauer_Heide	3698857		13571	20181208142302
24164	Arginin	3698943		27115	20181210113118
24165	Karl_Schuberg	3699165		3575	20181113170739
24166	Robert_von_Ostertag	3699249		5065	20181003064038
24167	Leveringhäuser_Teich	3699296		2304	20181123210039
24168	Vogelpark_Niendorf	3699852		4164	20181208142302
24169	Frau_von_Borremose	3701105		9528	20181215154856
24170	Borremose	3701125		4982	20181123210039
24171	Γ-Butyrolactam	3701184		5570	20181210113118
24172	Ablette	3701212		47	20180924115601
24173	Aigrefin	3701234		52	20180324111909
24174	Aiglefin	3701236		52	20180324111909
24175	Alose	3701249		49	20180828184417
24176	Rolf_Jähnichen	3701389		3071	20181126142450
24177	Liste_der_Naturschutzgebiete_in_Rheinland-Pfalz	3701392		6243	20181026150527
24178	Karl_Weise_(Politiker)	3701512		3042	20181123133429
24179	Internationale_Organisation_für_erneuerbare_Energien	3701681		12362	20181023130657
24180	Georg_Weidenhöfer	3702093		5427	20181208142302
24181	Gleneagles-Dialog	3702518		2114	20171125050434
24182	Schweinfurter_Hütte	3702745		10824	20181123210039
24183	Chromhexacarbonyl	3703784		6057	20181215154856
24184	Hans-Jochen_Tschiche	3703793		7899	20181208142302
24185	1,4-Cyclohexadien	3704137		3107	20181210113118
24186	Étang_de_Vaccarès	3704442		1651	20181123210039
24187	Achatinella_buddii	3704635		2412	20181208124207
24188	JUSSCANNZ	3704808		3102	20181118180215
24189	Wasserzins	3704898		11798	20181208142302
24190	Auronzohütte	3705228		3572	20181216161150
24191	Gutsbezirk_Spessart	3705295		3620	20181123210039
24192	Richtlinie_96/82/EG_(Seveso-II-Richtlinie)	3705631		4889	20181117083631
24193	ESOX	3706040		1952	20181210210920
24194	Kutter_&_Küste	3706304		1111	20181102054522
24195	Paralejurus	3706445		8386	20181126102847
24196	1,5-Dibrompentan	3706464		4297	20181210113118
24197	Pflanzensoziologische_Tabelle	3706482		6460	20171216120233
24198	Heteronectes_chaneti	3706520		6990	20181126102847
24199	Dicobaltoctacarbonyl	3706564		6107	20181210113118
24200	Iberischer_Scheibenzüngler	3706677		6305	20181208124207
24201	Ayu_(Fisch)	3707068		8165	20181216161150
24202	Urbarmachung	3707159		2488	20181128090838
24203	Volkenroder_Wald	3707198		9828	20181208142302
24204	1,2-Diaminocyclohexan	3707433		6888	20181210113118
24205	Liste_der_Naturschutzgebiete_in_Niedersachsen	3707653		101790	20181216225507
24206	Oberhessische_Versorgungsbetriebe	3707674		4424	20181210172914
24207	Achatinella_caesia	3707694		2483	20181208124207
24208	Achatinella_thaanumi	3708012		2625	20181208124207
24209	Achatinella_casta	3708215		2682	20181208124207
24210	Castle_Williams	3708327		6873	20181123210039
24211	Achatinella_spaldingi	3708376		2743	20181208124207
24212	Pisanosaurus	3708393		3269	20181126102847
24213	Lembecksburg	3708452		5537	20181208142302
24214	Monica_Frassoni	3708479		5371	20181204181234
24215	Kinetic_Energy_Recovery_System	3708741		12910	20181215154856
24216	Host-Steinbrech	3708832		3844	20181126102847
24217	1,6-Dichlorhexan	3708890		3261	20181210113118
24218	Syrische_Schaufelkröte	3708923		5659	20181218182305
24219	Galápagos-Riffbarsch	3709216		4158	20181208124207
24220	Moorleiche_Borremose_II	3709375		5160	20181215154856
24221	1,3-Dioxan-2-on	3709477		5181	20181210113118
24222	Hahnenmoor	3709482		6083	20181123210039
24223	Brixner_Hütte	3709724		3489	20181208142302
24224	Mauritius-Grausittich	3709785		3311	20181208124207
24225	Dolichosuchus	3710055		8170	20181216161150
24226	Natriummethanolat	3710290		3060	20181210113118
24227	Pechölstein	3710328		3165	20180616215255
24228	Scutelluinae	3710426		4385	20181126102847
24229	Amphistium	3710465		3541	20181126102847
24230	Gustav_Kowalewski	3710618		1547	20181126193833
24231	Erich_Aehnelt	3710871		2435	20181003064038
24232	Sawara-Scheinzypresse	3711072		8920	20181216161150
24233	Kuşcenneti-Nationalpark	3711146		1636	20181216161150
24234	Natriumphenolat	3711212		1995	20181210113118
24235	4-Octin	3711242		4571	20181210113118
24236	Kalanchoe_rhombopilosa	3711467		3760	20181208142302
24237	Himmerland	3711857		7936	20181123210039
24238	Kalanchoe_beauverdii	3712057		4152	20181208142302
24239	Liste_ausgestorbener_Vögel	3712108		109876	20180703180949
24240	Kalanchoe_millotii	3712313		4037	20181208142302
24241	Oberaletschhütte	3712469		3763	20181123210039
24242	Kalanchoe_orgyalis	3712486		4065	20181208142302
24243	Unsere_Jagd	3712499		1977	20181215154856
24244	Paul_Etter	3713076		2792	20181123180933
24245	Debarking	3713088		1961	20180725120726
24246	Tom_King,_Baron_King_of_Bridgwater	3713105		2405	20181217101001
24247	1,3-Dichlorpropen	3713159		6157	20181210113118
24248	Widder_(Hinterbach)	3713260		962	20181123210039
24249	Forsthaus_Saubuche	3713402		1452	20181123210039
24250	Godula_(Berg)	3713683		6906	20181123210039
24251	Kalanchoe_synsepala	3713837		4056	20181208142303
24252	Ährenlesen	3714390		3372	20180923152606
24253	Uli_Auffermann	3714559		5290	20181003064038
24254	Dichlorpropene	3714928		6215	20181211115725
24255	Bruno_Huber_(Botaniker)	3715081		9152	20181208142303
